,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.001953125,0.0,-1.0,-0.08756792905498254,0,0,10,True
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.005859375,2.0,-0.8,-0.070409303729854,1,0,9,True
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.0390625,5.0,-0.5000000000000001,-0.052098273093447875,2,1,7,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.76953125,24.0,-0.2,0.01715862532512854,4,0,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.07421875,7.0,0.30000000000000004,0.03546965596153467,6,1,3,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.359375,14.0,0.1,0.018311030636406128,5,1,4,False
