,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.10546875,11.0,-0.4,-0.04398469885530334,3,0,7,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.0390625,3.0,-0.6000000000000001,-0.041690746701758784,1,2,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.8203125,20.0,-0.1,-0.0022386740702878354,4,1,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.8828125,21.0,0.1,0.0022939521535445513,5,1,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.02734375,4.0,0.7,0.041746024785015504,8,1,1,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.203125,11.0,0.30000000000000004,0.03945207263147095,6,1,3,False
