,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.359375,14.0,-0.30000000000000004,-0.02774952054651303,3,1,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.5625,7.0,0.0,-0.014866732176329694,3,4,3,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.640625,14.0,-0.20000000000000004,-0.029230132598553636,3,2,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.49609375,16.0,0.1,0.012882788370183335,5,1,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,1.0,10.0,-0.20000000000000004,-0.0014806120520406084,2,4,4,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.84375,16.0,-0.2,-0.014363400422223943,3,2,5,False
