,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.275390625,16.0,-0.4,-0.013816899407420518,3,0,7,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.01953125,3.0,-0.5,-0.04884353089335754,2,1,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.130859375,12.0,-0.4,-0.04121139000700551,3,0,7,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.130859375,12.0,-0.4,-0.035026631485937015,3,0,7,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.232421875,15.0,-0.2,-0.027394490599584986,4,0,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.921875,26.0,-0.2,0.007632140886352029,4,0,6,False
