,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.0625,0.0,-0.5,-0.03600731767632188,0,5,5,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.015625,0.0,-0.7,-0.08309902719790516,0,3,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.03125,1.0,-0.5,-0.07227963124693026,1,3,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.0625,0.0,-0.5,-0.04709170952158329,0,5,5,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.109375,4.0,-0.3,-0.03627231357060838,2,3,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.84375,9.0,0.2,0.010819395950974909,4,4,2,False
