,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.048828125,8.0,-0.8,-0.05206921480665481,1,0,9,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.001953125,0.0,-1.0,-0.08879221103299838,0,0,10,True
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.01953125,5.0,-0.6,-0.06775799074277719,2,0,8,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.3125,10.0,-0.4,-0.03672299622634358,2,2,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.3125,10.0,-0.4,-0.015688775936122373,2,2,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.3828125,11.0,0.4,0.0210342202902212,6,2,2,False
