,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.3125,10.0,-0.2,-0.01803790722626053,3,2,5,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.25,9.0,-0.2,-0.028642139705619785,3,2,5,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.09765625,8.0,-0.3,-0.0274829507010389,3,1,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.65234375,18.0,0.1,-0.010604232479359257,5,1,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.8125,12.0,0.1,-0.00944504347477837,4,3,3,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.9375,13.0,-0.1,0.001159189004580888,3,3,4,False
