,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.0390625,3.0,-0.4,-0.02738770574342292,2,2,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.015625,1.0,-0.6,-0.04346283036911339,1,2,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.009765625,3.0,-0.8,-0.04448211873945665,1,0,9,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.65234375,18.0,-0.3,-0.016075124625690468,3,1,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.375,18.0,-0.2,-0.017094412996033724,4,0,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.91015625,21.0,-0.1,-0.0010192883703432631,4,1,5,False
