,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.0390625,3.0,-0.4,-0.06290725633467571,2,2,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.015625,0.0,-0.7,-0.06357776670679896,0,3,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.03125,0.0,-0.6,-0.0607634999409193,0,4,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,1.0,18.0,0.0,-0.0006705103721232536,4,2,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.845703125,25.0,0.0,0.002143756393756399,5,0,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,1.0,14.0,-0.1,0.002814266765879653,3,3,4,False
