,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.30078125,13.0,-0.3,-0.013850795384452034,3,1,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.232421875,15.0,-0.4,-0.02346681998832069,3,0,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.6953125,23.0,-0.2,-0.013404897279595943,4,0,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.625,22.0,-0.2,-0.009616024603868656,4,0,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.625,22.0,0.2,0.0004458981048560906,6,0,4,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.6953125,23.0,0.0,0.010061922708724746,5,0,5,False
