,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.005859375,2.0,-0.8,-0.0296058892231576,1,0,9,True
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.037109375,7.0,-0.6,-0.02762693551361247,2,0,8,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.00390625,1.0,-0.8,-0.04328006934346931,1,0,9,True
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.845703125,25.0,0.2,0.0019789537095451252,6,0,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.232421875,15.0,-0.2,-0.013674180120311717,4,0,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.232421875,15.0,-0.4,-0.015653133829856843,3,0,7,False
