,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.76953125,24.0,-0.2,-0.015490329645344803,4,0,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.84375,16.0,-0.2,-0.0030266406667074975,3,2,5,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.4921875,20.0,-0.2,-0.03041779768297771,4,0,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.556640625,21.0,0.4,0.012463688978637305,7,0,3,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.640625,14.0,0.0,-0.014927468037632907,4,2,4,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.359375,14.0,-0.1,-0.027391157016270214,4,1,5,False
