,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.375,18.0,-0.2,-0.02684395060107426,4,0,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.064453125,9.0,-0.6,-0.042907003386562115,2,0,8,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.556640625,21.0,-0.2,-0.026359063206542542,4,0,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.6953125,23.0,-0.2,-0.016063052785487853,4,0,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.8203125,20.0,-0.1,0.0004848873945317189,4,1,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.91015625,21.0,-0.1,0.016547940180019573,4,1,5,False
