,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.76953125,24.0,0.4,0.01841704629522125,7,0,3,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.91015625,21.0,0.1,0.012896152609203331,5,1,4,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.6953125,23.0,0.4,0.02428386631073153,7,0,3,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.845703125,25.0,-0.2,-0.005520893686017919,4,0,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.76953125,24.0,0.4,0.005866820015510277,7,0,3,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,1.0,27.0,0.0,0.011387713701528196,5,0,5,False
