,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.734375,19.0,-0.1,-0.014237084238411102,4,1,5,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.046875,2.0,-0.5,-0.055904553394602055,1,3,6,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.88671875,21.0,0.1,-0.003487404491385032,5,1,4,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.09765625,8.0,-0.7,-0.04166746915619095,1,1,8,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.76953125,24.0,0.0,0.01074967974702607,5,0,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.234375,9.0,0.4,0.052417148903217026,6,2,2,False
