,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.130859375,12.0,0.6,0.06689477984176126,8,0,2,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.65234375,18.0,-0.1,0.04779970760233919,4,1,5,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.40625,11.5,-0.2,-0.06271284829721362,3,2,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.9453125,17.0,0.0,-0.019095072239422074,4,2,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.0546875,4.0,-0.6,-0.12960762813897492,1,2,7,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.3125,13.5,-0.3,-0.11051255589955282,3,1,6,False
