,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,1.0,22.0,-0.1,-0.011920339779885613,4,1,5,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.322265625,17.0,-0.2,-0.05777551848446817,4,0,6,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.359375,14.0,-0.1,-0.04696905423987004,4,1,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.8203125,20.0,-0.1,-0.04585517870458254,4,1,5,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.3828125,11.0,-0.4,-0.03504871445998441,2,2,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,1.0,14.0,-0.1,0.01080646424459813,3,3,4,False
