,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.90234375,26.0,-0.2,-0.00514901347819593,4,0,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.1640625,10.0,0.3,0.02992638032935176,6,1,3,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.734375,19.0,-0.1,0.027002799609018902,4,1,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.546875,13.0,0.0,0.03507539380754769,4,2,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.4609375,12.0,0.2,0.032151813087214834,5,2,3,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.91015625,21.0,0.1,-0.002923580720332858,5,1,4,False
