Dataset,Model,Imbalance Technique,F1-Score (avg),F1-Score (std),F1-Score (avg:std),Recall (avg),Recall (std),Recall (avg:std),Accuracy (avg),Accuracy (std),Accuracy (avg:std),Macro F1 (avg),Macro F1 (std),Macro F1 (avg:std),Weighted F1 (avg),Weighted F1 (std),Weighted F1 (avg:std)
4s_0.5,Random Forest,TomekLinks,0.67445,0.0988,6.82613,0.6838,0.19612,3.48663,0.74264,0.03272,22.698,0.72751,0.05195,14.00466,0.73619,0.04763,15.4564
1s_no,Random Forest,SMOTETomek,0.67438,0.08945,7.53954,0.63865,0.15089,4.23257,0.76434,0.03167,24.13809,0.74059,0.04331,17.10032,0.75831,0.03484,21.76713
1s_0.8,XGBoost,TomekLinks,0.67417,0.09017,7.47667,0.64397,0.12346,5.21601,0.75648,0.03839,19.70336,0.73718,0.05127,14.37734,0.75326,0.04172,18.05637
4s_no,Random Forest,SMOTETomek,0.6724,0.15666,4.29209,0.67182,0.20671,3.25012,0.75166,0.07295,10.30388,0.7337,0.09787,7.49681,0.74507,0.08683,8.58073
2s_0.8,XGBoost,SMOTETomek,0.67209,0.09323,7.2086,0.67417,0.12591,5.3544,0.74205,0.04477,16.57288,0.72622,0.05473,13.26948,0.74271,0.04692,15.82838
4s_0.5,XGBoost,Baseline (none),0.67134,0.08018,8.37257,0.66824,0.12559,5.32072,0.73335,0.04593,15.9659,0.72252,0.05375,13.44325,0.7317,0.05116,14.30118
1s_no,XGBoost,Baseline (none),0.67065,0.06493,10.32841,0.64971,0.07731,8.40351,0.74769,0.02922,25.58939,0.73196,0.03856,18.98298,0.74649,0.03016,24.75047
1s_0.5,XGBoost,TomekLinks,0.67044,0.09129,7.34379,0.64575,0.12384,5.21446,0.75331,0.0347,21.70742,0.73379,0.04968,14.77029,0.75047,0.03774,19.88741
1s_0.8,XGBoost,SMOTETomek,0.6697,0.09051,7.39899,0.63448,0.1158,5.47911,0.75485,0.03462,21.80625,0.73454,0.04937,14.87828,0.75141,0.03769,19.93925
2s_no,Random Forest,Baseline (none),0.66842,0.11128,6.00689,0.65602,0.18009,3.64278,0.7517,0.05393,13.93857,0.73345,0.06999,10.48003,0.74645,0.06347,11.76104
1s_0.5,XGBoost,Baseline (none),0.66841,0.07398,9.03481,0.65351,0.11031,5.92438,0.74531,0.02919,25.53364,0.72798,0.03914,18.59767,0.74326,0.03159,23.52622
2s_0.8,XGBoost,TomekLinks,0.66726,0.09969,6.69344,0.65124,0.12161,5.35527,0.74439,0.05624,13.23685,0.72673,0.06459,11.25117,0.7441,0.05859,12.6995
1s_no,Random Forest,Baseline (none),0.66696,0.09471,7.04182,0.62247,0.14586,4.26773,0.7618,0.03598,21.17435,0.73741,0.05032,14.65516,0.75558,0.04061,18.60703
4s_no,Decision Tree,TomekLinks,0.66681,0.11071,6.02293,0.70002,0.1609,4.35056,0.72095,0.06603,10.91857,0.71061,0.07614,9.33241,0.71912,0.07168,10.03303
2s_no,Random Forest,TomekLinks,0.66475,0.10872,6.1145,0.66947,0.20228,3.30956,0.74777,0.03504,21.3381,0.72806,0.05757,12.6468,0.74094,0.04811,15.39946
2s_0.5,Random Forest,SMOTE,0.66458,0.07562,8.78864,0.62343,0.10422,5.9819,0.75006,0.04434,16.91663,0.7311,0.04997,14.63048,0.74637,0.04746,15.72731
2s_0.8,XGBoost,Baseline (none),0.66315,0.12175,5.44699,0.65084,0.14423,4.51265,0.74289,0.0656,11.32423,0.72444,0.07869,9.20568,0.74254,0.06759,10.98627
4s_no,XGBoost,SMOTE,0.66165,0.11713,5.64873,0.65993,0.16751,3.93963,0.73509,0.05513,13.3329,0.71998,0.07211,9.98386,0.73098,0.06364,11.48609
2s_0.5,Random Forest,Baseline (none),0.66146,0.08568,7.7197,0.60903,0.10347,5.88604,0.75137,0.05733,13.10645,0.73137,0.06262,11.67896,0.7467,0.06086,12.26886
1s_0.5,Random Forest,SMOTETomek,0.66091,0.094,7.03101,0.60864,0.14034,4.33698,0.75782,0.05059,14.98061,0.73278,0.05677,12.9076,0.75098,0.05399,13.90873
2s_0.8,Random Forest,Baseline (none),0.66071,0.11126,5.93822,0.62452,0.15029,4.15542,0.75143,0.0589,12.75748,0.72811,0.06877,10.58827,0.74734,0.06422,11.63764
2s_0.8,Random Forest,SMOTETomek,0.66068,0.1218,5.42444,0.62379,0.18024,3.4608,0.75588,0.0584,12.94296,0.72842,0.06929,10.51305,0.74965,0.06282,11.93373
3s_0.8,Random Forest,SMOTE,0.65937,0.05932,11.11523,0.60834,0.10929,5.56624,0.73959,0.051,14.50213,0.72364,0.05049,14.33217,0.73442,0.05593,13.13209
4s_0.5,Random Forest,SMOTE,0.65868,0.08878,7.41924,0.65295,0.17658,3.69768,0.73337,0.02727,26.89501,0.71691,0.04465,16.05597,0.72678,0.03954,18.38009
1s_0.5,Random Forest,Baseline (none),0.65624,0.10854,6.04623,0.59865,0.1586,3.77455,0.75984,0.05417,14.02778,0.73243,0.0654,11.199,0.75138,0.06007,12.50803
