Dataset,Model,Imbalance Technique,F1-Score (avg),F1-Score (std),F1-Score (avg:std),Recall (avg),Recall (std),Recall (avg:std),Accuracy (avg),Accuracy (std),Accuracy (avg:std),Macro F1 (avg),Macro F1 (std),Macro F1 (avg:std),Weighted F1 (avg),Weighted F1 (std),Weighted F1 (avg:std)
4s_0.5,Decision Tree,TomekLinks,0.55112,0.29991,1.83762,0.60677,0.32422,1.87149,0.65568,0.16749,3.91483,0.60656,0.19237,3.15311,0.6516,0.1807,3.60598
4s_0.8,Decision Tree,TomekLinks,0.54862,0.29986,1.82959,0.54649,0.31743,1.7216,0.68197,0.16922,4.03016,0.62742,0.19834,3.16329,0.67444,0.18225,3.70055
2s_0.8,Decision Tree,SMOTE,0.54567,0.24017,2.27199,0.56745,0.27743,2.04541,0.66085,0.13301,4.96828,0.61245,0.14243,4.29993,0.65352,0.14408,4.53574
1s_no,Decision Tree,Baseline (none),0.54514,0.24135,2.25874,0.57356,0.26784,2.14147,0.65763,0.14637,4.49275,0.61722,0.16042,3.84745,0.65547,0.15813,4.14502
1s_no,Decision Tree,SMOTETomek,0.5415,0.27421,1.97476,0.58077,0.30579,1.89926,0.66776,0.1417,4.7124,0.61602,0.16296,3.78016,0.65931,0.15222,4.33133
5s_0.5,Decision Tree,Baseline (none),0.53957,0.30575,1.76472,0.56763,0.33777,1.6805,0.66365,0.17346,3.82597,0.61433,0.19718,3.11552,0.65724,0.19115,3.43837
4s_no,Decision Tree,Baseline (none),0.53432,0.27586,1.93696,0.5526,0.31934,1.73041,0.65788,0.17334,3.79529,0.60844,0.19093,3.18673,0.65508,0.16753,3.91015
4s_0.8,Decision Tree,SMOTETomek,0.53121,0.28715,1.84996,0.55832,0.32242,1.73167,0.64952,0.16706,3.88782,0.59647,0.18546,3.21611,0.64029,0.18226,3.51301
1s_no,Decision Tree,TomekLinks,0.52734,0.28164,1.87237,0.53499,0.30919,1.73032,0.66467,0.14548,4.56869,0.60948,0.17316,3.51979,0.65734,0.15678,4.19266
5s_0.8,Decision Tree,SMOTETomek,0.52306,0.25403,2.05907,0.549,0.29117,1.88547,0.60142,0.17082,3.52072,0.56545,0.18024,3.13723,0.60469,0.17752,3.40633
4s_no,Decision Tree,SMOTE,0.51916,0.28242,1.83823,0.56055,0.324,1.7301,0.6503,0.14247,4.56452,0.58446,0.16717,3.49627,0.6389,0.15761,4.0538
4s_no,Decision Tree,TomekLinks,0.51694,0.30308,1.70564,0.57548,0.3653,1.57536,0.64863,0.18001,3.60322,0.58617,0.19492,3.0072,0.63736,0.1924,3.31261
5s_0.8,Decision Tree,SMOTE,0.51104,0.29075,1.75767,0.53027,0.32463,1.63345,0.61846,0.17614,3.51118,0.56769,0.18897,3.00411,0.61415,0.18295,3.35696
4s_0.5,Decision Tree,SMOTETomek,0.49679,0.26903,1.84664,0.50643,0.30126,1.68101,0.63161,0.16527,3.82158,0.57483,0.17532,3.27877,0.62512,0.16902,3.6986
5s_0.8,Decision Tree,Baseline (none),0.44649,0.30687,1.45499,0.44628,0.32366,1.37885,0.5997,0.16782,3.57358,0.52755,0.18303,2.88234,0.58572,0.17786,3.2932
