Dataset,Model,Imbalance Technique,F1-Score (avg),F1-Score (std),F1-Score (avg:std),Recall (avg),Recall (std),Recall (avg:std),Accuracy (avg),Accuracy (std),Accuracy (avg:std),Macro F1 (avg),Macro F1 (std),Macro F1 (avg:std),Weighted F1 (avg),Weighted F1 (std),Weighted F1 (avg:std)
5s_0.8,XGBoost,SMOTE,0.69261,0.14263,4.85589,0.70081,0.1757,3.98856,0.74806,0.08059,9.28227,0.73364,0.09578,7.65946,0.74808,0.08207,9.11461
5s_no,Random Forest,Baseline (none),0.69244,0.12015,5.76313,0.70152,0.16347,4.29136,0.75466,0.10624,7.10323,0.73874,0.10598,6.97078,0.75722,0.10645,7.11344
2s_no,Random Forest,SMOTE,0.69207,0.10738,6.44486,0.68037,0.18013,3.77704,0.77214,0.06183,12.48739,0.74835,0.06712,11.14999,0.76801,0.0649,11.83333
3s_0.5,XGBoost,SMOTE,0.69156,0.11354,6.09081,0.69368,0.16905,4.10336,0.76076,0.05919,12.85254,0.74285,0.07123,10.42956,0.75947,0.06132,12.38552
1s_no,XGBoost,SMOTE,0.69083,0.12708,5.436,0.69423,0.15151,4.58204,0.76655,0.06473,11.8428,0.74689,0.08056,9.27101,0.76679,0.06544,11.71813
5s_0.8,XGBoost,Baseline (none),0.69027,0.16599,4.15851,0.68296,0.21895,3.11926,0.75952,0.08754,8.67605,0.73962,0.10799,6.84907,0.75578,0.09286,8.13932
4s_no,XGBoost,SMOTE,0.68961,0.12404,5.55944,0.70908,0.14181,5.00015,0.75427,0.07736,9.75032,0.7338,0.08804,8.33479,0.75695,0.07371,10.26893
4s_0.5,Random Forest,TomekLinks,0.689,0.10204,6.75249,0.69964,0.16287,4.29572,0.75269,0.06736,11.17389,0.73617,0.07158,10.28447,0.75296,0.06826,11.03111
3s_0.8,Random Forest,Baseline (none),0.68873,0.09997,6.88962,0.63583,0.15734,4.04109,0.76931,0.07505,10.25022,0.74764,0.07564,9.88445,0.76404,0.07603,10.04889
3s_no,XGBoost,Baseline (none),0.68869,0.2231,3.08687,0.6683,0.25256,2.64613,0.78027,0.10254,7.60954,0.75422,0.14114,5.34361,0.77913,0.10334,7.53929
5s_0.5,Random Forest,SMOTE,0.68817,0.11851,5.80704,0.68566,0.15094,4.54272,0.75489,0.09715,7.77054,0.73758,0.09543,7.72903,0.75415,0.10024,7.52307
3s_no,Random Forest,Baseline (none),0.68783,0.13994,4.91512,0.65994,0.19508,3.38287,0.77316,0.08486,9.11149,0.74795,0.09508,7.86657,0.76951,0.08729,8.81556
3s_0.5,XGBoost,SMOTETomek,0.68716,0.1413,4.86302,0.68182,0.18579,3.66988,0.76374,0.07024,10.87277,0.74361,0.08929,8.32762,0.76201,0.07274,10.47654
4s_0.5,Random Forest,SMOTETomek,0.68693,0.12017,5.71622,0.66804,0.16359,4.08366,0.76422,0.06511,11.73691,0.74117,0.07581,9.77608,0.7616,0.06759,11.26733
5s_0.8,Random Forest,SMOTE,0.68482,0.15467,4.42758,0.64853,0.20137,3.22062,0.76089,0.09726,7.82358,0.73973,0.10875,6.80238,0.7551,0.10143,7.4446
4s_0.8,Random Forest,TomekLinks,0.68446,0.12047,5.68178,0.64498,0.18396,3.50615,0.76003,0.09184,8.27536,0.74015,0.09346,7.91923,0.75464,0.09498,7.94514
3s_0.8,Random Forest,SMOTETomek,0.68431,0.11477,5.96256,0.63854,0.17598,3.62849,0.76524,0.08072,9.48052,0.74417,0.08457,8.79932,0.75989,0.084,9.04657
4s_0.8,XGBoost,SMOTE,0.68362,0.15516,4.40577,0.68297,0.19538,3.4956,0.75412,0.08091,9.32034,0.73478,0.10023,7.33071,0.75263,0.08271,9.09951
4s_0.8,XGBoost,Baseline (none),0.68333,0.1587,4.30588,0.67292,0.20025,3.36046,0.758,0.08217,9.22505,0.73733,0.10246,7.1965,0.75538,0.08499,8.88809
3s_0.5,XGBoost,Baseline (none),0.68271,0.13811,4.94339,0.66345,0.17586,3.77266,0.76224,0.07252,10.51021,0.74164,0.08916,8.31851,0.7599,0.07484,10.15337
3s_0.8,XGBoost,TomekLinks,0.68254,0.14096,4.84216,0.67274,0.19048,3.53182,0.75798,0.07966,9.5156,0.73882,0.09406,7.85479,0.75561,0.08376,9.02149
2s_no,Random Forest,SMOTETomek,0.68248,0.12304,5.54678,0.69505,0.19188,3.62238,0.76193,0.05074,15.0169,0.73919,0.06867,10.76462,0.75947,0.05723,13.27011
3s_no,XGBoost,SMOTE,0.68242,0.18908,3.60921,0.66873,0.20923,3.19621,0.76936,0.08472,9.08091,0.74335,0.11657,6.37703,0.76912,0.08365,9.19425
3s_0.8,XGBoost,SMOTE,0.6814,0.13935,4.88972,0.67392,0.18633,3.6169,0.75689,0.07103,10.65539,0.73683,0.08808,8.36517,0.7549,0.07346,10.27629
5s_0.5,Random Forest,Baseline (none),0.68035,0.1356,5.01723,0.65654,0.16528,3.97219,0.75761,0.1047,7.23607,0.73808,0.10645,6.93386,0.75498,0.10996,6.86616
3s_no,Decision Tree,SMOTETomek,0.68026,0.14198,4.79119,0.71714,0.15423,4.6497,0.74324,0.07476,9.94156,0.7261,0.09073,8.00254,0.7466,0.07218,10.34307
1s_0.5,XGBoost,SMOTE,0.68012,0.16089,4.22732,0.6657,0.19524,3.40964,0.7746,0.06178,12.53828,0.74738,0.09219,8.1066,0.77148,0.06497,11.87481
4s_0.5,XGBoost,SMOTETomek,0.67982,0.12946,5.25114,0.68405,0.17056,4.01056,0.74867,0.09109,8.21911,0.73214,0.09722,7.5304,0.74864,0.09293,8.05612
4s_no,Random Forest,SMOTETomek,0.67955,0.09885,6.87444,0.70115,0.12638,5.54796,0.73868,0.08937,8.26499,0.71996,0.09022,7.98027,0.74165,0.0871,8.51518
3s_0.8,XGBoost,Baseline (none),0.67947,0.14978,4.53649,0.66337,0.19525,3.39747,0.75833,0.0805,9.42017,0.73778,0.09815,7.51696,0.7556,0.08354,9.04493
3s_0.8,Random Forest,SMOTE,0.67923,0.11401,5.95774,0.63498,0.17543,3.61958,0.76219,0.08009,9.51623,0.7396,0.08247,8.96837,0.75669,0.08152,9.28196
4s_no,Random Forest,Baseline (none),0.67874,0.13825,4.90933,0.66467,0.15213,4.36911,0.756,0.10271,7.36055,0.73335,0.10831,6.77071,0.75699,0.10076,7.51266
2s_no,XGBoost,SMOTE,0.67816,0.146,4.64495,0.69102,0.19504,3.54291,0.75829,0.07167,10.57955,0.73646,0.09152,8.0467,0.75741,0.07579,9.99358
3s_0.8,XGBoost,SMOTETomek,0.67812,0.16426,4.1282,0.6772,0.21324,3.17579,0.75595,0.08454,8.94151,0.73567,0.10608,6.93506,0.75375,0.08863,8.50464
3s_0.5,Random Forest,Baseline (none),0.67789,0.10136,6.68773,0.64936,0.15841,4.09929,0.75665,0.06391,11.83876,0.73647,0.06926,10.63354,0.7535,0.06668,11.29955
2s_no,Random Forest,Baseline (none),0.67748,0.15737,4.30497,0.66321,0.21733,3.05171,0.7712,0.06489,11.88473,0.74353,0.09197,8.08438,0.7655,0.07452,10.27298
4s_0.5,Random Forest,SMOTE,0.67726,0.13554,4.99666,0.65771,0.17723,3.71115,0.76014,0.06852,11.09446,0.73496,0.08271,8.88584,0.75764,0.06993,10.83385
2s_no,Random Forest,TomekLinks,0.67699,0.0981,6.90099,0.6926,0.18497,3.74444,0.75216,0.04632,16.23791,0.731,0.05431,13.46061,0.75031,0.05018,14.95368
2s_0.5,XGBoost,SMOTETomek,0.67698,0.19453,3.48011,0.67181,0.23843,2.81768,0.77076,0.08269,9.32058,0.7428,0.11769,6.31138,0.76537,0.09235,8.28783
2s_0.5,XGBoost,SMOTE,0.67592,0.16675,4.0536,0.6692,0.20682,3.23575,0.76435,0.07366,10.37659,0.73954,0.10162,7.2772,0.76088,0.07987,9.52637
4s_0.5,Random Forest,Baseline (none),0.6754,0.12171,5.54923,0.63882,0.15805,4.04179,0.75744,0.08983,8.43206,0.73542,0.09257,7.94441,0.7541,0.09315,8.09584
1s_no,XGBoost,SMOTETomek,0.67275,0.17119,3.9299,0.66573,0.19762,3.36874,0.76495,0.07169,10.67061,0.73863,0.10199,7.24209,0.76321,0.0746,10.23093
2s_0.8,XGBoost,SMOTETomek,0.67231,0.15664,4.29207,0.63983,0.18738,3.41455,0.76687,0.06677,11.48528,0.74004,0.09226,8.0208,0.76214,0.07008,10.87549
3s_no,Random Forest,SMOTE,0.67021,0.17995,3.72437,0.66426,0.21507,3.08854,0.75733,0.09204,8.2281,0.73297,0.11602,6.31762,0.75672,0.09381,8.06648
4s_0.5,XGBoost,Baseline (none),0.6693,0.12151,5.50809,0.66223,0.14032,4.7194,0.74202,0.07421,9.99923,0.72367,0.08341,8.67661,0.74286,0.07367,10.08362
2s_0.5,Random Forest,TomekLinks,0.66774,0.17696,3.77334,0.64337,0.21635,2.9738,0.76789,0.07507,10.22933,0.73773,0.10511,7.01842,0.75952,0.08462,8.97532
4s_0.5,XGBoost,SMOTE,0.66705,0.11497,5.80207,0.67912,0.15362,4.42074,0.73283,0.07869,9.31336,0.71702,0.08373,8.56301,0.73432,0.07827,9.38209
4s_0.5,XGBoost,TomekLinks,0.66701,0.1232,5.41397,0.68015,0.1601,4.2482,0.73471,0.08468,8.67649,0.7185,0.09032,7.95532,0.73583,0.08455,8.70254
2s_0.8,XGBoost,SMOTE,0.66626,0.18021,3.69708,0.63484,0.2085,3.04472,0.76696,0.07619,10.06641,0.73741,0.10695,6.89499,0.76133,0.08125,9.3703
2s_0.8,XGBoost,TomekLinks,0.66517,0.17617,3.77574,0.6327,0.21651,2.9222,0.76991,0.07173,10.73307,0.7382,0.10145,7.27644,0.76288,0.07732,9.86645
4s_no,Random Forest,SMOTE,0.66221,0.12723,5.20496,0.68447,0.1519,4.50596,0.72714,0.0999,7.27876,0.70469,0.10427,6.75801,0.72922,0.09749,7.4802
2s_0.8,Random Forest,Baseline (none),0.66206,0.15207,4.35349,0.60397,0.19223,3.14192,0.77144,0.06554,11.77091,0.73901,0.08734,8.46148,0.76279,0.07035,10.84206
2s_0.5,Random Forest,SMOTETomek,0.66191,0.18774,3.52563,0.63584,0.21545,2.9512,0.76823,0.07748,9.91479,0.73489,0.11017,6.67079,0.75843,0.08891,8.53033
1s_no,XGBoost,TomekLinks,0.6618,0.17934,3.69026,0.65958,0.21978,3.00113,0.75836,0.08002,9.4773,0.73038,0.10936,6.67859,0.75517,0.08484,8.90146
2s_0.8,XGBoost,Baseline (none),0.66162,0.17058,3.87872,0.63138,0.19972,3.16138,0.76076,0.07501,10.14211,0.73251,0.10195,7.18488,0.75566,0.0794,9.51681
2s_0.8,Random Forest,TomekLinks,0.66147,0.15617,4.23555,0.60312,0.19154,3.14881,0.7709,0.0643,11.98999,0.73838,0.08892,8.30393,0.76257,0.06858,11.11895
2s_0.5,Random Forest,SMOTE,0.66121,0.17574,3.76232,0.63748,0.20908,3.04895,0.76514,0.06831,11.20135,0.73328,0.10077,7.27699,0.75636,0.0791,9.5617
2s_0.8,Random Forest,SMOTE,0.66117,0.18181,3.63655,0.59934,0.21318,2.81146,0.77727,0.07176,10.83178,0.74177,0.10459,7.09213,0.76732,0.07974,9.62298
1s_0.5,XGBoost,SMOTETomek,0.66097,0.15965,4.1402,0.63706,0.20547,3.10046,0.76706,0.05579,13.74927,0.73538,0.08703,8.4499,0.76123,0.0609,12.49897
2s_0.5,XGBoost,TomekLinks,0.66084,0.18154,3.64014,0.65547,0.2245,2.91972,0.75582,0.076,9.9451,0.72844,0.10856,6.7097,0.75102,0.08404,8.93672
1s_0.5,XGBoost,TomekLinks,0.66044,0.16561,3.98796,0.6358,0.20126,3.15906,0.765,0.0619,12.35908,0.73472,0.09403,7.81381,0.76032,0.06649,11.43556
1s_no,XGBoost,Baseline (none),0.65935,0.1707,3.86258,0.64025,0.19841,3.227,0.76009,0.06836,11.11819,0.73096,0.09996,7.31266,0.75677,0.0726,10.42437
2s_0.8,Random Forest,SMOTETomek,0.65861,0.14802,4.44948,0.59856,0.19134,3.12822,0.76917,0.05965,12.89444,0.73603,0.08203,8.97276,0.75975,0.0652,11.65322
1s_0.5,XGBoost,Baseline (none),0.65797,0.1468,4.48209,0.63136,0.19,3.3229,0.7606,0.0553,13.75343,0.73171,0.08206,8.91644,0.75609,0.05866,12.88912
2s_0.5,XGBoost,Baseline (none),0.65757,0.21023,3.12785,0.649,0.24684,2.62924,0.75913,0.08783,8.64282,0.72892,0.12697,5.74067,0.75281,0.09891,7.61087
1s_no,Random Forest,SMOTETomek,0.65711,0.17868,3.67763,0.6165,0.21912,2.81356,0.7707,0.07106,10.8465,0.73472,0.10274,7.15121,0.76274,0.07592,10.04636
1s_0.8,XGBoost,SMOTETomek,0.65679,0.16121,4.07412,0.63502,0.20298,3.12849,0.75952,0.06129,12.39307,0.73022,0.09138,7.99072,0.75504,0.06566,11.49933
2s_no,Decision Tree,Baseline (none),0.65601,0.09557,6.86394,0.65239,0.15991,4.07974,0.7361,0.07234,10.17543,0.71463,0.07202,9.92308,0.73411,0.07391,9.93263
2s_no,XGBoost,Baseline (none),0.65521,0.17258,3.7965,0.65296,0.22272,2.93172,0.75336,0.07155,10.52873,0.72527,0.10193,7.11558,0.74903,0.07969,9.39976
1s_no,Random Forest,TomekLinks,0.65476,0.19936,3.28438,0.62741,0.23679,2.64965,0.77116,0.07415,10.40053,0.73375,0.11361,6.45859,0.76239,0.08267,9.2216
2s_0.5,Random Forest,Baseline (none),0.65308,0.18312,3.56651,0.6117,0.21612,2.83038,0.76321,0.08751,8.721,0.73086,0.11493,6.35919,0.75372,0.09826,7.67049
3s_0.5,Decision Tree,Baseline (none),0.65193,0.07161,9.10409,0.6835,0.13911,4.91344,0.70638,0.06153,11.48009,0.69611,0.06085,11.43916,0.70854,0.06133,11.55301
3s_0.5,Decision Tree,SMOTE,0.6518,0.06612,9.85739,0.66157,0.09307,7.10841,0.71376,0.04333,16.47189,0.69965,0.04485,15.60115,0.71563,0.04297,16.65573
1s_0.5,Random Forest,TomekLinks,0.65103,0.15667,4.15544,0.60368,0.20651,2.92319,0.76678,0.06285,12.20004,0.73169,0.08838,8.27913,0.75792,0.06855,11.05626
1s_0.5,Random Forest,SMOTE,0.64915,0.15653,4.14714,0.60021,0.20408,2.94111,0.76666,0.05807,13.20207,0.73058,0.08561,8.53405,0.75764,0.06342,11.9456
1s_0.8,XGBoost,TomekLinks,0.64529,0.17053,3.78394,0.61656,0.21058,2.92784,0.75515,0.06491,11.63306,0.72344,0.09734,7.43222,0.74953,0.06995,10.71579
1s_0.8,XGBoost,SMOTE,0.64484,0.16356,3.94243,0.61545,0.20295,3.03252,0.75558,0.05536,13.64929,0.72317,0.08902,8.12368,0.74978,0.06071,12.35025
1s_no,Random Forest,SMOTE,0.64424,0.18035,3.57223,0.60954,0.21899,2.78334,0.75983,0.07413,10.24979,0.72455,0.10493,6.90497,0.75256,0.07853,9.5832
5s_no,Decision Tree,TomekLinks,0.64358,0.09324,6.90258,0.72218,0.16663,4.33397,0.69536,0.06214,11.18982,0.68056,0.06239,10.90803,0.70054,0.05941,11.79079
1s_0.5,Random Forest,Baseline (none),0.64266,0.17492,3.67399,0.58372,0.21001,2.77941,0.77033,0.05936,12.97765,0.72977,0.09464,7.71072,0.75924,0.06749,11.24921
2s_0.5,Decision Tree,SMOTE,0.64041,0.11253,5.69112,0.64718,0.1393,4.64608,0.71391,0.07713,9.25619,0.69902,0.08399,8.32255,0.71528,0.07715,9.27129
3s_0.5,Decision Tree,TomekLinks,0.63773,0.0767,8.31474,0.63903,0.10024,6.37518,0.70601,0.05719,12.34579,0.69115,0.05775,11.96766,0.70735,0.05811,12.1719
1s_0.8,XGBoost,Baseline (none),0.63633,0.15801,4.02718,0.59213,0.19969,2.96523,0.75375,0.06335,11.89842,0.71916,0.08936,8.04826,0.74588,0.06891,10.82394
1s_0.5,Random Forest,SMOTETomek,0.63396,0.18967,3.34236,0.58237,0.23102,2.52082,0.76556,0.06271,12.20858,0.72316,0.10254,7.05217,0.75321,0.07266,10.36622
5s_0.8,Decision Tree,TomekLinks,0.63245,0.13556,4.66538,0.63683,0.15398,4.1358,0.6894,0.09302,7.41125,0.67514,0.10126,6.66723,0.69084,0.09065,7.62058
3s_no,Decision Tree,SMOTE,0.63198,0.15749,4.01273,0.65349,0.17038,3.83539,0.70919,0.08926,7.94517,0.68796,0.10378,6.62911,0.71164,0.08664,8.21362
1s_0.8,Random Forest,Baseline (none),0.63088,0.20032,3.14928,0.57012,0.22671,2.51479,0.76762,0.06371,12.04883,0.72333,0.10849,6.66728,0.75455,0.07541,10.00535
1s_0.8,Random Forest,TomekLinks,0.62744,0.21224,2.95631,0.57315,0.23695,2.41887,0.76554,0.06453,11.86357,0.72049,0.11453,6.29074,0.75229,0.07802,9.64258
1s_no,Random Forest,Baseline (none),0.62563,0.20339,3.07596,0.58442,0.22866,2.55583,0.75659,0.08206,9.21996,0.71564,0.11846,6.04096,0.74549,0.09128,8.16698
3s_no,Decision Tree,TomekLinks,0.62259,0.15304,4.06806,0.66749,0.2146,3.11035,0.69529,0.08871,7.83751,0.67762,0.10138,6.68404,0.69668,0.09306,7.48644
5s_0.5,Decision Tree,SMOTETomek,0.62087,0.14148,4.38834,0.62541,0.17626,3.54813,0.70323,0.09754,7.20948,0.6806,0.09947,6.84209,0.70143,0.10062,6.97126
2s_0.5,Decision Tree,SMOTETomek,0.6197,0.07613,8.14045,0.62677,0.08926,7.02152,0.69334,0.05251,13.20475,0.67787,0.05516,12.28864,0.69567,0.05193,13.39526
1s_0.8,Random Forest,SMOTETomek,0.61934,0.22124,2.79942,0.55887,0.23765,2.35167,0.76352,0.06294,12.13014,0.71619,0.11864,6.03647,0.74923,0.07793,9.61428
2s_0.8,Decision Tree,Baseline (none),0.61524,0.1095,5.61867,0.6088,0.1562,3.89764,0.69564,0.09232,7.53543,0.67858,0.09067,7.48394,0.69304,0.09711,7.13672
2s_no,Decision Tree,TomekLinks,0.61238,0.12139,5.04486,0.6053,0.09857,6.14101,0.69305,0.09482,7.30946,0.67283,0.09429,7.13563,0.69489,0.09059,7.67093
1s_0.8,Random Forest,SMOTE,0.61203,0.21701,2.8203,0.55544,0.24141,2.30082,0.75775,0.06623,11.4414,0.71018,0.11671,6.08476,0.74253,0.08094,9.17431
5s_0.5,Decision Tree,TomekLinks,0.6079,0.13635,4.4583,0.61758,0.16305,3.78764,0.68587,0.0937,7.32019,0.66676,0.09898,6.7366,0.68737,0.0968,7.10085
1s_no,Decision Tree,SMOTE,0.60356,0.10757,5.611,0.62997,0.14366,4.38503,0.68177,0.07211,9.45464,0.66437,0.07602,8.73917,0.68412,0.07173,9.53804
3s_0.8,Decision Tree,SMOTETomek,0.60153,0.16704,3.60119,0.58878,0.2068,2.84709,0.69809,0.10414,6.70315,0.67505,0.11641,5.79867,0.69262,0.11407,6.07212
3s_0.5,Decision Tree,SMOTETomek,0.60043,0.12736,4.71437,0.61748,0.18632,3.31407,0.67946,0.06455,10.52567,0.65839,0.0778,8.46299,0.67823,0.07047,9.62407
2s_0.8,Decision Tree,TomekLinks,0.5998,0.09316,6.43832,0.58408,0.1067,5.47396,0.68772,0.06428,10.69806,0.66831,0.06685,9.99723,0.6866,0.06577,10.43908
4s_0.8,Decision Tree,Baseline (none),0.59905,0.16966,3.53083,0.61298,0.22362,2.74111,0.68475,0.07365,9.29792,0.66162,0.09655,6.85229,0.68157,0.07852,8.68001
5s_0.8,Decision Tree,SMOTETomek,0.59822,0.15617,3.83052,0.62089,0.1513,4.10385,0.6463,0.11544,5.59858,0.63631,0.12278,5.18245,0.65151,0.11034,5.9044
2s_no,Decision Tree,SMOTETomek,0.59704,0.15815,3.77518,0.57333,0.17557,3.26557,0.70909,0.09783,7.24789,0.67807,0.10709,6.332,0.70473,0.10269,6.8629
4s_0.8,Decision Tree,TomekLinks,0.59567,0.13778,4.32346,0.59382,0.17292,3.43401,0.67556,0.081,8.33986,0.65546,0.09187,7.13444,0.67403,0.08324,8.09767
5s_0.5,Decision Tree,SMOTE,0.59451,0.16793,3.54023,0.63422,0.18383,3.45011,0.6681,0.10214,6.54106,0.65009,0.11279,5.76371,0.66967,0.10019,6.68414
