Dataset,Model,Imbalance Technique,F1-Score (avg),F1-Score (std),F1-Score (avg:std),Recall (avg),Recall (std),Recall (avg:std),Accuracy (avg),Accuracy (std),Accuracy (avg:std),Macro F1 (avg),Macro F1 (std),Macro F1 (avg:std),Weighted F1 (avg),Weighted F1 (std),Weighted F1 (avg:std)
2s_0.5,XGBoost,TomekLinks,0.68597,0.11976,5.72803,0.67163,0.15256,4.40253,0.75475,0.08942,8.44065,0.73986,0.09479,7.80492,0.75217,0.09147,8.22298
4s_0.5,XGBoost,SMOTE,0.68589,0.12717,5.39325,0.68373,0.15589,4.38588,0.74756,0.09754,7.66414,0.73388,0.10104,7.26342,0.74634,0.09872,7.56
2s_0.8,Random Forest,TomekLinks,0.68535,0.11111,6.16819,0.63455,0.15746,4.02997,0.76638,0.07716,9.93225,0.74547,0.08064,9.24418,0.75957,0.07955,9.54806
4s_no,XGBoost,SMOTE,0.68482,0.13867,4.93861,0.70467,0.17129,4.11403,0.74738,0.09813,7.61618,0.7326,0.1048,6.99041,0.74656,0.10203,7.31716
2s_0.5,Random Forest,TomekLinks,0.68452,0.10834,6.31837,0.65559,0.15092,4.34384,0.75887,0.08202,9.25184,0.74243,0.08531,8.70293,0.75444,0.08696,8.6757
3s_0.5,Random Forest,SMOTE,0.68412,0.17881,3.82596,0.67329,0.20658,3.25922,0.7508,0.13485,5.56759,0.73698,0.14185,5.19535,0.74458,0.15021,4.95704
2s_0.8,Random Forest,SMOTE,0.68389,0.11575,5.90812,0.63416,0.15978,3.96905,0.76529,0.07816,9.79168,0.74447,0.08307,8.96142,0.75866,0.08102,9.36413
1s_no,Random Forest,SMOTETomek,0.68388,0.11435,5.98042,0.65626,0.1674,3.92023,0.76384,0.07365,10.37172,0.74537,0.08143,9.15316,0.75805,0.07997,9.47879
1s_no,XGBoost,Baseline (none),0.683,0.10955,6.23456,0.66925,0.14549,4.5999,0.75313,0.07874,9.56464,0.73801,0.084,8.78562,0.74975,0.08246,9.09231
4s_no,XGBoost,SMOTETomek,0.68266,0.17081,3.99668,0.69317,0.22583,3.06945,0.75691,0.11579,6.53698,0.738,0.12626,5.84527,0.75369,0.12154,6.20098
3s_0.8,Random Forest,Baseline (none),0.68185,0.13251,5.14559,0.63214,0.18084,3.49565,0.76952,0.0707,10.88481,0.74513,0.08316,8.96059,0.76181,0.07541,10.10238
3s_0.8,XGBoost,SMOTETomek,0.6816,0.14053,4.85031,0.67228,0.19947,3.37029,0.7537,0.07932,9.50212,0.73409,0.09186,7.9912,0.74901,0.08362,8.95713
1s_no,Random Forest,SMOTE,0.68132,0.1006,6.77277,0.64458,0.15029,4.289,0.76172,0.0687,11.0884,0.74256,0.07331,10.12871,0.75589,0.07226,10.46017
