,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.001953125,0.0,-1.0,-0.047971870525414885,0,0,10,True
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.00390625,0.0,-0.9,-0.03473565234924586,0,1,9,True
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.001953125,0.0,-1.0,-0.03960491052426097,0,0,10,True
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.193359375,14.0,0.6,0.013236218176169023,8,0,2,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.46875,9.0,0.3,0.008366960001153917,5,3,2,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.65234375,18.0,-0.3,-0.004869258175015106,3,1,6,False
