,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.0390625,3.0,-0.4,-0.029681958601555557,2,2,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.037109375,7.0,-0.6,-0.02951501779007657,2,0,8,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.009765625,3.0,-0.6,-0.03993434839949363,2,0,8,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,1.0,22.0,-0.1,0.0001669408114789911,4,1,5,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.49609375,16.0,-0.3,-0.010252389797938067,3,1,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.4921875,20.0,-0.4,-0.010419330609417058,3,0,7,False
