,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.015625,1.0,-0.6,-0.04968872454455146,1,2,7,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.00390625,0.0,-0.9,-0.060929475122687614,0,1,9,True
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.015625,1.0,-0.6,-0.05072098022905257,1,2,7,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.375,8.0,-0.3,-0.011240750578136161,2,3,5,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,1.0,10.0,0.0,-0.00103225568450111,3,4,3,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.484375,12.5,0.2,0.01020849489363505,5,2,3,False
