,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.001953125,0.0,-1.0,-0.059564358918574936,0,0,10,True
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.001953125,0.0,-1.0,-0.0801317028298392,0,0,10,True
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.0078125,1.0,-0.7,-0.05607731668465016,1,1,8,True
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.02734375,4.0,-0.5,-0.020567343911264267,2,1,7,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.921875,26.0,-0.2,0.00348704223392477,4,0,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.09765625,8.0,0.3,0.02405438614518904,6,1,3,False
