,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.001953125,0.0,-1.0,-0.05976941731979866,0,0,10,True
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.001953125,0.0,-1.0,-0.06474685749853773,0,0,10,True
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.00390625,1.0,-0.8,-0.06679807032037763,1,0,9,True
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.734375,19.0,0.1,-0.0049774401787390675,5,1,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.431640625,19.0,-0.2,-0.007028653000578966,4,0,6,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,1.0,27.0,0.0,-0.0020512128218398984,5,0,5,False
