center_time,start_time,end_time,acc_x_permutation_entropy,acc_x_spectral_entropy,acc_x_mean,acc_x_std,acc_x_range,acc_x_rms,acc_x_var,acc_x_min,acc_x_max,acc_x_time_energy,acc_x_spectral_energy,acc_y_permutation_entropy,acc_y_spectral_entropy,acc_y_mean,acc_y_std,acc_y_range,acc_y_rms,acc_y_var,acc_y_min,acc_y_max,acc_y_time_energy,acc_y_spectral_energy,acc_z_permutation_entropy,acc_z_spectral_entropy,acc_z_mean,acc_z_std,acc_z_range,acc_z_rms,acc_z_var,acc_z_min,acc_z_max,acc_z_time_energy,acc_z_spectral_energy,acc_mag_permutation_entropy,acc_mag_spectral_entropy,acc_mag_mean,acc_mag_std,acc_mag_range,acc_mag_rms,acc_mag_var,acc_mag_min,acc_mag_max,acc_mag_time_energy,acc_mag_spectral_energy,label,experiment_id
2.5,0.0,5.0,0.8973788735474025,0.7411196464824649,0.7211059173819139,0.7065723206294955,5.3495321023065205,1.009573270428136,0.4992444442797506,-1.100002294223319,4.249529808083201,356.73336592703674,124856.67807446286,0.8814883416158131,0.7842196703447674,0.36063921481328587,0.838245098062543,5.993984538782314,0.912532458429302,0.7026548444258823,-2.8937743537919487,3.100210184990365,291.450420690459,102007.64724166066,0.8830012888912611,0.7370053810485263,0.739068856871247,0.6382223630631756,3.4405898509023967,0.976499134618621,0.4073277847139439,-1.1928839444189303,2.2477059064834664,333.7426959688205,116809.94358908718,0.9372644846988775,0.7756925158731286,1.5176809153906217,0.7086246361932305,4.338768741246303,1.6749639506451783,0.5021488750199883,0.1075881335121065,4.4463568747584095,981.9264825863162,343674.26890521066,pre-void,1
5.0,2.5,7.5,0.916585684368875,0.7435574682714977,0.6303977279930087,0.6137452651611263,5.457410208882575,0.8798207464969491,0.3766832505077012,-2.4929071589597163,2.964503049922858,270.9295910882571,94825.35688088996,0.9022841733678153,0.8282090444417947,0.2570807374114491,0.9325364037969522,5.4046238832093545,0.9673234463996864,0.8696241444065523,-2.599037669548431,2.8055862136609235,327.5001274840984,114625.04461943444,0.8990984883515717,0.7591050225538152,0.5763918883530261,0.8363311103056648,3.8061863454476645,1.015715184007935,0.699449726065106,-1.5584804389641982,2.2477059064834664,361.0870672584956,126380.4735404735,0.9493162492729726,0.8339047601478375,1.5218707526125768,0.6522161783394506,3.3027920668924677,1.6557404781381921,0.425385943287718,0.13937298822550778,3.4421650551179757,959.5167858308512,335830.87504079787,pre-void,1
7.5,5.0,10.0,0.905300802273644,0.7697692200841104,0.7115071798344518,0.6176162179145419,5.457410208882575,0.9421742193389914,0.38144979263106293,-2.4929071589597163,2.964503049922858,310.6922908554632,108742.30179941212,0.8985573073265746,0.8378554929408734,-0.1371033719333004,0.9883422654532761,6.141420319440853,0.9978064783698265,0.976820433681314,-3.248262748856444,2.8931575705844095,348.4662188968782,121963.17661390737,0.8987419834385744,0.7245391491227549,-0.07466372210295037,0.7053483840276431,3.714873918945562,0.7092890907441578,0.49751634285040747,-1.6840371494737596,2.0308367694718026,176.0818549870359,61628.64924546257,0.9530107000671293,0.845446541497707,1.399924930201755,0.6531548299692183,3.509222681501528,1.5447980586835635,0.4266112319121184,0.13937298822550778,3.648595669727036,835.2403647393774,292334.127658782,pre-void,1
10.0,7.5,12.5,0.9028538974304128,0.7958008221097325,0.5267276913632163,0.4896062295407065,3.601409622047339,0.7191358153046549,0.239714260005067,-0.9686661488828462,2.6327434731644925,181.0047122988617,63351.64930460161,0.9084828707712926,0.8097110895446574,-0.2536978844636802,0.9046613838526508,6.344658819862133,0.9395609804666964,0.8184122194341933,-3.248262748856444,3.096396071005689,308.971192605439,108139.91741190366,0.8716470158782745,0.7547962441245173,-0.35549982703101995,0.6105687134981601,4.044592589166671,0.7065226683708623,0.37279415390279835,-2.013755819694868,2.0308367694718026,174.71099832265924,61148.84941293072,0.9468107890758891,0.8849852383263456,1.2370755140339145,0.6072475692574162,3.389304000094556,1.378080345187215,0.3687496103690404,0.25929166963247974,3.648595669727036,664.6869032269599,232640.41612943588,pre-void,1
12.5,10.0,15.0,0.9234223995222425,0.7938238412191247,0.19872171973138875,0.42822623897481105,3.601409622047339,0.4720890102930936,0.18337771174651196,-0.9686661488828462,2.6327434731644925,78.00381177382941,27301.33412084029,0.8974607720868831,0.8029139442962578,-0.37022528931803633,0.7757084963619565,6.2313073434016815,0.8595291944889082,0.6017236713281275,-3.134911272395992,3.096396071005689,258.576652662563,90501.82843189703,0.8496439411364978,0.7984216173197503,-0.622306098414367,0.4636391929573315,3.016677509592327,0.7760323326832701,0.2149613012461257,-2.013755819694868,1.002921689897459,210.77916347944316,73772.7072178051,0.9257582080056821,0.8230048172757739,1.1023985012115607,0.5904254362022406,3.1496959277207237,1.2505537378250091,0.34860219571460616,0.1216636014559776,3.2713595291767015,547.3596279158355,191575.86977054243,pre-void,1
15.0,12.5,17.5,0.9163299031750068,0.863403274634512,0.4669734685070022,0.9516648382070891,5.412670748571806,1.0600614060370208,0.9056659642797251,-1.5145221561933557,3.8981485923784502,393.3055645992149,137656.94760972523,0.8773601715835497,0.7764643255879901,-0.6202453691344942,0.6881328596935911,4.053215283603069,0.926407658929299,0.47352683259007955,-2.551375078850662,1.5018402047524064,300.38090268300255,105133.31593905092,0.881141515470985,0.762757584973056,-1.0356304919444252,0.5462919601504331,2.537150992450078,1.1708823260985943,0.29843490572500236,-2.3356354606649923,0.20151553178508563,479.8378975495192,167943.26414233167,0.908960170017161,0.8341404775942683,1.5920299424140716,0.9046366226939698,3.961841588348165,1.831099876211591,0.818367419119152,0.1216636014559776,4.083505189804143,1173.5243648317366,410733.5276911077,void,1
17.5,15.0,20.0,0.9303483810061047,0.6256486368600269,0.9682710464767952,0.8214467593020264,5.412670748571806,1.2697730497270245,0.6747747783678013,-1.5145221561933557,3.8981485923784502,564.3132592345742,197509.64073210093,0.8997456742072995,0.8344915527712986,-0.8354222994676275,0.6320979262389892,3.3678078124954407,1.0476059406109766,0.39954778835563065,-2.393916447442527,0.9738913650529136,384.11737238119315,134441.0803334176,0.8976677690572112,0.7197393759974263,-1.491241254274199,0.43882819080793295,2.210943665252488,1.5544679667001986,0.1925701810477636,-2.4372110965279634,-0.22626743127547524,845.7297308239674,296005.4057883886,0.9037198085585155,0.7940303888789828,2.158212088967507,0.6843194014113855,3.590703396062613,2.2641052237282455,0.4682930431480369,0.4928017937415297,4.083505189804143,1794.1603624397349,627956.1268539074,void,1
20.0,17.5,22.5,0.9448160330508514,0.8469425862449923,0.48787095118960283,0.6875185207087917,2.691875314442603,0.843030118876101,0.4726817163176053,-1.2096505193616303,1.4822247950809726,248.74492346628855,87060.72321320098,0.9096282856259371,0.7917116084560818,-0.6543571802815955,0.6872505099569887,3.998659906223434,0.9489449840861279,0.472313263436141,-2.3884203132413755,1.6102395929820585,315.17380398777755,110310.83139572214,0.8968614003542382,0.7877497284567229,-1.2495683424509736,0.600837736369999,3.256032449261698,1.3865161477249006,0.36100598544622453,-2.4372110965279634,0.8188213527337346,672.8494597656645,235497.31091798254,0.9194504411759251,0.7958840289038576,1.7725493930550154,0.6258530508327567,3.1578670595599614,1.8797934439869644,0.39169204123666906,0.20571284672162324,3.3635799062815845,1236.7681872197304,432868.86552690575,void,1
22.5,20.0,25.0,0.9236234553129465,0.719604664042689,-0.22377369376860262,0.5207539958076739,2.5546768050171647,0.5667974860322718,0.2711847241496589,-1.2096505193616303,1.3450262856555346,112.44078656037615,39354.275296131644,0.898609040285392,0.8190738555744932,-0.09981376780439027,0.7584285276714883,3.998659906223434,0.7649683783198166,0.5752138315859414,-2.3884203132413755,1.6102395929820585,204.81181694023752,71684.13592908313,0.9132831191027865,0.7141765106076295,-0.27374747562004076,0.7932040252904827,2.9596824245094826,0.8391128089508404,0.6291726257370248,-1.6462858024477771,1.3133966220617057,246.43860715087936,86253.5125028078,0.9419409080700321,0.8351282625671739,1.1494781559377416,0.5378162187672401,2.876155558190055,1.2690730145059121,0.2892462851690918,0.06705249272670152,2.9432080509167564,563.6912106514931,197291.9237280226,void,1
25.0,22.5,27.5,0.9099133006629903,0.8399917023143323,-0.509882583447151,0.25698758862923227,1.4073267016289073,0.570984123782972,0.06604262070946751,-1.328682464907859,0.07864423672104819,114.10800436427294,39937.801527495525,0.910502139639128,0.8110638259598933,0.3684912597424413,0.6789347406066413,3.5469697127454847,0.7724883109207406,0.46095238200260724,-1.415731731037897,2.1312379817075877,208.85836667821252,73100.42833737437,0.9182328554013158,0.7958343379307327,0.5595249244483235,0.5140747347241188,2.739521957014346,0.7598295690222744,0.2642728328816731,-0.7271366502297661,2.0123853067845796,202.06934088620133,70724.26931017045,0.9420294090377375,0.9087857680133579,1.094937597374333,0.548829383267774,2.83826363049338,1.2247865259227675,0.30121369193808517,0.06705249272670152,2.9053161232200817,525.0357119286867,183762.49917504037,void,1
