,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.064453125,9.0,-0.8,-0.039066385969915705,1,0,9,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.07421875,7.0,-0.5,-0.05402158523377287,2,1,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.025390625,6.0,-0.8,-0.07699684609386719,1,0,9,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.6953125,23.0,-0.4,-0.014955199263857166,3,0,7,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.0078125,1.0,-0.7,-0.03793046012395147,1,1,8,True
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.4609375,12.0,0.0,-0.02297526086009431,4,2,4,False
