exp_id,three_class_label,two_class_label,two_class_pred,two_class_pred_num,two_class_pred_prob,three_class_pred
40,void,non-void,non-void,0,0.005203547,post-void
40,void,non-void,non-void,0,0.0049247043,post-void
40,void,non-void,non-void,0,0.03947849,post-void
41,void,non-void,non-void,0,0.08597743,pre-void
41,void,non-void,non-void,0,0.029193409,pre-void
41,void,non-void,non-void,0,0.27569696,pre-void
41,void,non-void,non-void,0,0.045348216,pre-void
41,void,void,non-void,0,0.07564535,pre-void
41,void,void,non-void,0,0.08831687,pre-void
41,void,void,non-void,0,0.025122829,pre-void
41,void,void,void,1,0.8653887,void
41,void,void,non-void,0,0.4215257,void
41,void,void,void,1,0.7346509,void
41,void,void,void,1,0.51036525,void
41,void,void,void,1,0.7450396,void
41,void,void,non-void,0,0.47890854,void
41,void,void,non-void,0,0.49145257,void
41,void,void,non-void,0,0.39390996,void
41,void,void,void,1,0.8294591,void
41,void,void,non-void,0,0.06317107,void
41,void,void,void,1,0.6087628,void
41,void,void,void,1,0.6296363,void
41,void,void,non-void,0,0.28909698,void
41,void,void,non-void,0,0.11768859,void
41,void,void,non-void,0,0.12579903,void
41,void,void,non-void,0,0.3443275,void
