,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.49609375,16.0,-0.3,-0.02047883454904329,3,1,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.76953125,24.0,-0.2,-0.005316382650348506,4,0,6,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.0390625,3.0,-0.4,-0.06619289264450555,2,2,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.8125,12.0,0.1,0.015162451898694782,4,3,3,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.30078125,13.0,-0.1,-0.045714058095462265,4,1,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.25,9.0,-0.2,-0.06087650999415706,3,2,5,False
