,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.556640625,21.0,-0.2,-0.016538192432441,4,0,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.6953125,23.0,0.0,-0.021073983221881403,5,0,5,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.275390625,16.0,-0.2,-0.0074305456994048615,4,0,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.6953125,23.0,-0.2,-0.004535790789440402,4,0,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.4921875,20.0,0.0,0.00910764673303614,5,0,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.359375,14.0,0.3,0.013643437522476543,6,1,3,False
