,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.4140625,11.5,0.0,-0.06517647058823531,4,2,4,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.083984375,10.0,-0.6,-0.12469537815126049,2,0,8,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.232421875,15.0,-0.2,-0.09097689075630253,4,0,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.30078125,13.0,-0.1,-0.059518907563025206,4,1,5,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.640625,14.0,0.0,-0.025800420168067224,4,2,4,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.6875,11.0,0.3,0.03371848739495797,5,3,2,False
