,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.275390625,16.0,-0.2,-0.0367152542978237,4,0,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.16015625,13.0,-0.4,-0.054062941358663255,3,0,7,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.556640625,21.0,0.0,-0.029779642362365837,5,0,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.49609375,16.0,-0.3,-0.017347687060839546,3,1,6,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.5703125,17.0,0.1,0.0069356119354578635,5,1,4,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.556640625,21.0,0.2,0.024283298996297407,6,0,4,False
