,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.8125,12.0,-0.1,-0.015151020469731723,3,3,4,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.734375,19.0,0.1,-0.0171274710207236,5,1,4,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.921875,26.0,-0.2,-0.0010693192190687928,4,0,6,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.91015625,21.0,0.1,-0.001976450550991876,5,1,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.921875,26.0,0.0,0.014081701250662932,5,0,5,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.76953125,24.0,0.2,0.016058151801654808,6,0,4,False
