,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.322265625,17.0,-0.2,-0.001873730774212759,4,0,6,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.375,18.0,-0.2,-0.0487831343013488,4,0,6,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.232421875,15.0,-0.4,-0.03919247765351267,3,0,7,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.42578125,15.0,-0.1,-0.04690940352713604,4,1,5,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,1.0,10.0,0.0,-0.03731874687929991,3,4,3,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.845703125,25.0,0.0,0.009590656647836131,5,0,5,False
