,comparison,technique_A,technique_B,p_value,statistic,effect_size,mean_improvement,A_wins,ties,B_wins,significant
0,none vs oversample_smote,none,oversample_smote,0.4921875,20.0,0.4,0.030430414615971606,7,0,3,False
1,none vs undersample_tomek_links,none,undersample_tomek_links,0.130859375,12.0,0.6,0.048395917773208896,8,0,2,False
2,none vs combined_smote_tomek,none,combined_smote_tomek,0.91015625,21.0,-0.1,-0.0007559882813423458,4,1,5,False
3,oversample_smote vs undersample_tomek_links,oversample_smote,undersample_tomek_links,0.556640625,21.0,0.2,0.017965503157237293,6,0,4,False
4,oversample_smote vs combined_smote_tomek,oversample_smote,combined_smote_tomek,0.4921875,20.0,-0.4,-0.031186402897313954,3,0,7,False
5,undersample_tomek_links vs combined_smote_tomek,undersample_tomek_links,combined_smote_tomek,0.109375,6.0,-0.6,-0.049151906054551255,1,2,7,False
